timestamp_derived,log_record_type,request_id,organization_id,user_id_token,url,package_id,package_version_id,managed_package_namespace,custom_entity,operation_type,operation_count,request_status,referrer_uri,session_key,login_key,user_agent,api_type,api_version,rows_processed,request_size,response_size,http_method,http_status_code,num_fields
2019-10-07T08:52:04.119Z,URI,TID:281915750000621cde,00D000000DF1901,005-dZDgq76eWa4cl13s3AevOBFC8YEw28Iwu0/CMwmOU0k=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088bhVQAQ/view,eFs3U+6gXJiIKTeu,UWkJKQHvWkioUxN+,,,,,,,,,
2019-10-07T08:52:04.171Z,URI,TID:281938200000995eb9,00D000000DF1901,005-dZDgq76eWa4cl13s3AevOBFC8YEw28Iwu0/CMwmOU0k=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,S,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088bhVQAQ/view,eFs3U+6gXJiIKTeu,UWkJKQHvWkioUxN+,,,,,,,,,
2019-10-07T15:47:59.918Z,URI,TID:7094051990000069ec,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,S,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:47:59.898Z,URI,TID:7094053360000ce373,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,F,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:00.574Z,URI,TID:70945974700005ab7e,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:00.388Z,URI,TID:7094567000000a0bf7,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:47:57.690Z,URI,TID:70918449000007e239,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/one/one-app-,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:00.406Z,URI,TID:70945815700007c4de,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,S,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:00.537Z,URI,TID:7094584050000f5d25,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,S,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:01.294Z,URI,TID:7095617540000f9567,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-07T15:48:00.294Z,URI,TID:7094535980000b7881,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088b6lQAA/view,4tqC10o8ctcBhlVN,u6NSZWgUXEFk0dIj,,,,,,,,,
2019-10-08T01:30:31.477Z,URI,TID:133476100009452673,00D000000DF1901,005-Ua4geYWaIFJpcH/8q9d88rLmdo63NxKj7aLtJNWEYrM=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,0pe0iBANKreQwfup,zNBnaEEk/whTb+wl,,,,,,,,,
2019-10-08T01:30:31.397Z,URI,TID:133514100005adb686,00D000000DF1901,005-Ua4geYWaIFJpcH/8q9d88rLmdo63NxKj7aLtJNWEYrM=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,0pe0iBANKreQwfup,zNBnaEEk/whTb+wl,,,,,,,,,
2019-10-08T01:30:29.345Z,URI,TID:115325100001faec01,00D000000DF1901,005-Ua4geYWaIFJpcH/8q9d88rLmdo63NxKj7aLtJNWEYrM=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,0pe0iBANKreQwfup,zNBnaEEk/whTb+wl,,,,,,,,,
2019-10-08T03:59:11.695Z,URI,TID:625373910000b15226,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T03:55:04.576Z,URI,TID:3786023100000fb099,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T03:55:04.629Z,URI,TID:3786036100000c5d29,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T03:59:11.160Z,URI,TID:625372910000a19ae3,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T03:55:00.970Z,URI,TID:37478481000015adb0,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T05:45:45.684Z,URI,TID:68843920000dd08854,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:44:59.091Z,URI,TID:22573680000d9bfb44,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:55:50.585Z,URI,TID:762370031000094b6f,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/sfsites/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,,I5ISjyeixV8SVlnN,OHAg4I5+SAmqvdBH,,,,,,,,,
2019-10-08T05:44:40.324Z,URI,TID:39824100005c7b73a3,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:00.278Z,URI,TID:237401700001b8f25d,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:55.878Z,URI,TID:78948100000eb01805,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:00.097Z,URI,TID:237394200003c4d1f4,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:55.976Z,URI,TID:78968030000c389b73,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:00.040Z,URI,TID:234236600005b1deef,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:56.318Z,URI,TID:79873160000979844d,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:45.297Z,URI,TID:688412300005431298,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:55.910Z,URI,TID:79481560000471a942,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:42:09.972Z,URI,TID:5676700000eb9f151c,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,0xaMd97/JNq3CFPh,PN5JfMBb9PtL95iJ,,,,,,,,,
2019-10-08T05:45:00.158Z,URI,TID:235464800003adb3bc,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:44:55.658Z,URI,TID:1877022000096f7f21,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:56.115Z,URI,TID:791765500005bf9b38,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:00.860Z,URI,TID:24439340000da107e5,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:55.532Z,URI,TID:78941660000860b400,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y0000088ZPiQAM/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:44.785Z,URI,TID:6730172000090dfdd4,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,UPDATE,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:44:59.776Z,URI,TID:23419230000be9435e,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:45.945Z,URI,TID:69322390000981a705,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VoymQAC/view,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:45:52.460Z,URI,TID:7582579000061c40f2,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,o2K7R+2bbAyfrmbh,Jsum0ukKSOsN1aFL,,,,,,,,,
2019-10-08T05:42:22.161Z,URI,TID:17894400000d1ce3f3,00D000000DF1901,005-zv3tYDyimQNYHWVJTzVZ4+nVrvYnZvu6HUdP3OBQt0s=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/home,0xaMd97/JNq3CFPh,PN5JfMBb9PtL95iJ,,,,,,,,,
2019-10-08T06:38:13.529Z,URI,TID:5112020000198d8bb4,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:55.777Z,URI,TID:106644400007957d03,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:56.070Z,URI,TID:1099228000040827b4,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:56.490Z,URI,TID:11245970000f5fade8,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:56.103Z,URI,TID:107444900004e134e2,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:56.072Z,URI,TID:1066773000051ed332,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:56.169Z,URI,TID:10961600000a1653b2,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:55.168Z,URI,TID:9888500000c41e67e4,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/r/-CustomObjectApiName/a143Y000006VpfDQAS/view,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T07:43:49.246Z,URI,TID:4072170000f12cd67b,00D000000DF1901,005-/ot/6t4SpYDYeZNKu9Tuh756wAWFmcIml6WTxlIgXkw=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,bUBmkxdsC0ohwV65,rE0dsD8iOvqYZ/Fh,,,,,,,,,
2019-10-08T10:06:04.720Z,URI,TID:6988780000e6665760,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,8kdD4Nuxf79Gv2BW,vLjBfI2EcjxL/K+h,,,,,,,,,
2019-10-08T10:05:59.661Z,URI,TID:2037100000503721f7,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/home,8kdD4Nuxf79Gv2BW,vLjBfI2EcjxL/K+h,,,,,,,,,
2019-10-08T10:06:24.353Z,URI,TID:26683000000c2c6ebe,00D000000DF1901,005-6WZ7ui4eYYFgJnQ+d+M8o5tdH1BK4gjPgOjbravW4fA=,/aura,0331t000000XiTk,04t1t000003LcUT,innohub,Innovation_Idea,READ,1,,bpcommunity-lightning-force-com/lightning/o/-CustomObjectApiName/list,8kdD4Nuxf79Gv2BW,vLjBfI2EcjxL/K+h,,,,,,,,,
